Timestamp,Object_ID,Depth_mm
1741815459.3501892,1,55.1
1741815459.4053936,0,0.0
1741815459.4063947,3,167.7
1741815459.4063947,1,54.3
1741815459.4596353,0,0.0
1741815459.4596353,3,169.1
1741815459.4596353,1,54.0
1741815459.5097437,0,0.0
1741815459.5097437,3,168.1
1741815459.5107446,1,51.5
1741815459.5945587,0,0.0
1741815459.595563,3,160.6
1741815459.595563,1,51.8
1741815459.6451786,3,163.6
1741815459.6451786,1,51.6
1741815459.6866932,3,161.4
1741815459.6866932,1,51.1
1741815459.7343924,3,160.2
1741815459.7343924,1,50.7
1741815459.7804503,3,159.3
1741815459.7814486,1,49.8
1741815459.827675,3,159.8
1741815459.827675,1,49.2
1741815459.8732924,3,158.5
1741815459.8732924,0,48.5
1741815459.923778,3,157.3
1741815459.923778,0,48.0
1741815459.97358,3,158.9
1741815459.9745808,0,47.4
1741815460.0275192,3,48.3
1741815460.0275192,0,45.0
1741815460.0780854,3,44.8
1741815460.0790813,0,43.3
1741815460.1572912,3,42.2
1741815460.1588044,1,41.7
1741815460.210695,1,40.5
1741815460.2968853,1,38.7
1741815460.3726318,1,37.7
1741815460.42172,1,36.8
1741815460.42172,0,37.3
1741815460.466305,1,36.5
1741815460.466305,0,37.1
1741815460.5178416,1,36.3
1741815460.5178416,0,36.8
1741815460.5770764,1,36.3
1741815460.5770764,0,36.8
1741815460.6401477,1,36.8
1741815460.6401477,0,37.0
1741815460.6889718,1,37.1
1741815460.6899796,0,37.2
1741815460.7351446,1,37.4
1741815460.7361355,0,37.5
1741815460.7842586,1,38.3
1741815460.7842586,0,38.7
1741815460.873455,-1,39.6
1741815460.873455,-1,35.8
1741815460.873455,-1,0.0
1741815460.9290524,0,40.5
1741815461.005056,0,41.2
1741815461.0775695,0,42.2
1741815461.0775695,3,41.8
1741815461.1397996,0,43.1
1741815461.1410594,3,44.6
1741815461.2330315,0,44.5
1741815461.2340324,3,48.7
1741815461.2911594,0,45.4
1741815461.2911594,3,157.3
1741815461.3573291,0,46.5
1741815461.3573291,3,157.3
1741815461.4190838,0,48.2
1741815461.4190838,3,161.0
1741815461.4852047,0,49.3
1741815461.485371,3,159.8
1741815461.5676737,1,49.2
1741815461.5692687,3,161.0
1741815461.6310625,1,49.8
1741815461.6324823,3,160.2
1741815461.6968477,1,51.1
1741815461.6980724,3,160.6
1741815461.760872,1,51.0
1741815461.760872,3,161.0
1741815461.8203754,1,51.3
1741815461.8203754,3,160.2
1741815461.8841095,1,51.5
1741815461.8841095,3,161.4
1741815461.9442856,1,51.5
1741815461.9442856,3,163.6
1741815462.0130894,1,51.7
1741815462.0133026,3,158.5
1741815462.1040156,1,51.9
1741815462.1040156,3,157.7
1741815462.156989,1,51.8
1741815462.156989,3,160.6
1741815462.2108362,1,52.1
1741815462.2108362,3,160.2
1741815462.2668767,1,51.4
1741815462.2668767,3,161.9
1741815462.349904,1,51.3
1741815462.349904,3,159.8
1741815462.4091766,3,160.6
1741815462.4768274,3,56.7
1741815462.5399494,3,162.3
1741815462.5972643,3,57.2
1741815462.6557508,3,57.4
1741815462.7010503,3,57.5
1741815462.750201,3,161.9
1741815462.750201,1,49.9
1741815462.795957,3,156.5
1741815462.795957,1,49.9
1741815462.8706973,3,57.4
1741815462.8717012,1,49.5
1741815462.9287815,3,160.2
1741815462.9297867,1,49.3
1741815462.9833252,3,159.3
1741815462.9833252,1,49.1
1741815463.0325148,3,158.1
1741815463.0325148,1,49.2
1741815463.078104,3,158.1
1741815463.078104,1,49.2
1741815463.1255896,3,157.7
1741815463.1255896,1,49.2
1741815463.176002,3,161.0
1741815463.1770017,1,49.3
1741815463.2416763,3,57.4
1741815463.2416763,1,49.4
1741815463.3063924,3,57.5
1741815463.3063924,1,49.4
1741815463.3631203,3,159.8
1741815463.3631203,1,49.6
1741815463.4228406,3,164.1
1741815463.4228406,1,49.5
1741815463.4662583,3,57.2
1741815463.4662583,1,49.5
1741815463.5386963,3,161.4
1741815463.539713,1,49.5
1741815463.6021273,3,56.8
1741815463.6021273,1,49.4
1741815463.6559248,3,161.4
1741815463.6559248,1,49.6
1741815463.7031522,3,161.0
1741815463.7031522,1,49.7
1741815463.764333,3,57.0
1741815463.764333,1,49.8
1741815463.8107398,3,56.8
1741815463.8107398,1,49.8
1741815463.8549745,3,56.8
1741815463.8549745,1,49.8
1741815463.905047,3,56.9
1741815463.905047,1,49.9
1741815463.9491632,3,57.1
1741815463.9491632,1,49.9
1741815463.9976356,3,56.8
1741815463.9976356,1,49.8
1741815464.0742848,3,56.8
1741815464.0742848,1,50.0
1741815464.1602583,3,56.6
1741815464.1612778,1,50.1
1741815464.2126791,3,56.9
1741815464.2136705,1,50.1
1741815464.261604,3,56.8
1741815464.261604,1,50.0
1741815464.3107011,3,57.2
1741815464.3107011,1,50.2
1741815464.3577034,3,57.2
1741815464.3577034,1,50.2
1741815464.401049,3,57.1
1741815464.401049,1,50.2
1741815464.4491167,3,57.1
1741815464.4491167,1,50.3
1741815464.4967017,3,56.7
1741815464.4967017,1,50.4
1741815464.5443249,3,56.4
1741815464.5443249,1,50.5
1741815464.590057,3,56.4
1741815464.590057,1,50.6
1741815464.637772,3,56.3
1741815464.637772,1,50.6
1741815464.68355,3,56.7
1741815464.68355,1,50.4
1741815464.7165184,3,56.8
1741815464.7175255,1,50.5
1741815464.7648482,3,57.2
1741815464.7658484,1,50.5
1741815464.8089364,3,57.3
1741815464.8089364,1,50.3
1741815464.86415,3,57.4
1741815464.8651574,0,50.2
1741815464.9232428,3,57.2
1741815464.9242427,1,50.2
1741815464.9837992,3,56.5
1741815464.9837992,0,50.4
1741815465.060398,3,55.6
1741815465.060398,1,51.0
1741815465.132798,3,55.4
1741815465.1337965,1,51.1
1741815465.2125804,3,55.7
1741815465.2125804,0,51.3
1741815465.285919,3,56.2
1741815465.285919,0,51.4
1741815465.3454232,3,56.4
1741815465.3464518,1,51.8
1741815465.4164784,3,56.3
1741815465.4164784,0,51.7
1741815465.4664185,3,56.1
1741815465.4664185,1,52.2
1741815465.5126865,3,56.0
1741815465.5136824,1,52.2
1741815465.575955,3,56.4
1741815465.575955,1,52.1
1741815465.635406,3,56.8
1741815465.635406,1,52.2
1741815465.6894202,3,57.3
1741815465.6908743,0,52.5
1741815465.749751,3,57.4
1741815465.749751,0,52.3
1741815465.749751,0,165.4
1741815465.7907417,3,57.3
1741815465.7919664,1,52.5
1741815465.7919664,0,0.0
1741815465.8398907,3,57.2
1741815465.8398907,1,52.5
1741815465.8398907,0,0.0
1741815465.882948,3,56.6
1741815465.882948,1,51.5
1741815465.8839414,0,0.0
1741815465.9313636,3,56.2
1741815465.9313636,1,51.6
1741815465.9313636,0,0.0
1741815465.991032,3,56.1
1741815465.991032,1,52.0
1741815465.991032,0,0.0
1741815466.0461323,3,56.3
1741815466.0461323,1,52.2
1741815466.0461323,0,0.0
1741815466.1007922,3,56.6
1741815466.1007922,1,52.5
1741815466.1007922,0,0.0
1741815466.1489122,3,56.4
1741815466.1499295,1,52.4
1741815466.1499295,0,0.0
1741815466.202937,3,56.5
1741815466.202937,0,0.0
1741815466.26572,3,56.3
1741815466.26572,0,0.0
1741815466.310085,3,56.1
1741815466.311092,0,0.0
1741815466.3667736,3,55.8
1741815466.3667736,0,0.0
1741815466.4191077,3,55.9
1741815466.4191077,0,0.0
1741815466.484868,3,56.5
1741815466.484868,0,0.0
1741815466.5435529,3,56.9
1741815466.5435529,0,0.0
1741815466.587215,3,57.3
1741815466.588216,0,0.0
1741815466.6396403,3,57.3
1741815466.640645,0,0.0
1741815466.6846905,3,56.9
1741815466.6846905,0,0.0
1741815466.728824,3,56.8
1741815466.728824,0,0.0
1741815466.7774253,3,56.7
1741815466.7774253,0,0.0
1741815466.8242004,3,56.6
1741815466.8252137,0,0.0
1741815466.873248,3,56.5
1741815466.873248,0,0.0
1741815466.922305,3,56.6
1741815466.9233131,0,0.0
1741815466.9643004,3,56.2
1741815466.9643004,0,0.0
1741815466.9944468,3,56.1
1741815466.9944468,0,0.0
1741815467.041972,3,55.7
1741815467.09789,3,55.3
1741815467.182491,3,55.3
1741815467.2631383,3,56.1
1741815467.2641385,1,53.9
1741815467.3343952,3,56.4
1741815467.3343952,1,53.8
1741815467.3961177,3,56.1
1741815467.3971171,1,54.2
1741815467.4594204,3,55.4
1741815467.4594204,1,53.4
1741815467.5193677,3,55.1
1741815467.5193677,1,53.2
1741815467.5869956,3,54.6
1741815467.588148,1,53.1
1741815467.6432588,3,53.4
1741815467.6432588,1,52.7
1741815467.7071648,3,52.5
1741815467.7082863,1,52.2
1741815467.7714283,1,51.4
1741815467.8347237,1,50.1
1741815467.8741963,1,49.4
1741815467.9310584,1,48.4
1741815467.9873743,1,47.4
1741815468.0509188,0,45.2
1741815468.0509188,0,167.2
1741815468.1380806,1,46.6
1741815468.1380806,0,167.2
1741815468.2115183,1,46.5
1741815468.2115183,0,163.2
1741815468.285117,1,47.0
1741815468.3292012,1,47.5
1741815468.3302093,1,44.7
1741815468.385487,1,47.9
1741815468.385487,1,45.2
1741815468.4432073,1,48.4
1741815468.4432073,1,45.4
1741815468.4988844,0,48.5
1741815468.4988844,1,45.6
1741815468.4988844,1,48.4
1741815468.5529945,1,48.8
1741815468.5539997,1,46.3
1741815468.5539997,0,48.7
1741815468.603671,1,46.4
1741815468.6927614,1,46.8
1741815468.6927614,0,49.5
1741815468.7410254,1,47.2
1741815468.7410254,0,49.6
1741815468.7897573,0,49.8
1741815468.790749,1,49.6
1741815468.8356602,0,50.1
1741815468.8356602,1,48.5
1741815468.897273,0,50.2
1741815468.897273,1,49.2
1741815468.9451003,0,50.3
1741815468.9461107,1,47.4
1741815468.998822,0,50.3
1741815468.998822,1,47.3
1741815469.0537865,0,50.3
1741815469.0537865,1,47.2
1741815469.1121695,1,49.9
1741815469.1131752,1,47.0
1741815469.16347,1,49.8
1741815469.16347,0,49.1
1741815469.2175753,1,49.9
1741815469.2175753,0,50.0
1741815469.2780476,1,49.8
1741815469.2780476,0,50.1
1741815469.3208053,1,49.8
1741815469.3208053,1,47.4
1741815469.3800085,1,49.8
1741815469.381008,1,47.1
1741815469.4390244,1,49.8
1741815469.4390244,1,46.9
1741815469.5035868,1,49.7
1741815469.5035868,1,46.9
1741815469.5358996,1,49.8
1741815469.5358996,1,46.9
1741815469.5905156,1,49.7
1741815469.591527,1,46.9
1741815469.6788976,1,49.6
1741815469.6804557,1,47.0
1741815469.7276027,1,49.6
1741815469.7276027,1,47.0
1741815469.7721884,1,49.5
1741815469.7731712,1,47.1
1741815469.8198922,0,50.1
1741815469.8198922,1,47.3
1741815469.8668296,0,50.1
1741815469.8668296,1,47.2
1741815470.0020125,0,50.4
1741815470.0030131,1,47.4
1741815470.0699527,0,50.6
1741815470.0709524,1,47.4
1741815470.1287744,1,49.9
1741815470.1287744,0,49.9
1741815470.1927507,0,49.9
1741815470.1927507,1,47.7
1741815470.2493072,0,50.1
1741815470.2504222,1,47.4
1741815470.3199878,0,50.3
1741815470.3199878,1,47.5
1741815470.3755226,0,50.3
1741815470.3755226,1,47.5
1741815470.4351385,0,50.3
1741815470.436192,1,47.5
1741815470.5011084,0,50.2
1741815470.5011084,1,47.5
1741815470.5642955,0,48.3
1741815470.5642955,1,47.5
1741815470.6220272,0,49.7
1741815470.6220272,1,47.5
1741815470.6906967,0,49.9
1741815470.6906967,1,47.5
1741815470.8430188,0,50.3
1741815470.8440232,1,47.5
1741815470.906759,0,50.5
1741815470.906759,1,47.5
1741815470.956783,0,50.4
1741815470.957808,1,47.5
1741815471.0155349,0,50.6
1741815471.0155349,1,47.5
1741815471.071374,0,50.5
1741815471.071374,1,47.5
1741815471.1350827,0,50.4
1741815471.1360836,1,47.6
1741815471.1747208,0,50.4
1741815471.175804,1,47.5
1741815471.2329297,0,50.4
1741815471.2339418,1,47.6
1741815471.3118248,0,50.4
1741815471.3118248,1,47.5
1741815471.3639371,0,50.5
1741815471.3639371,1,47.6
1741815471.4133842,0,50.5
1741815471.4133842,1,47.5
1741815471.466561,0,50.4
1741815471.466561,1,47.5
1741815471.5223608,0,50.3
1741815471.5223608,1,47.6
1741815471.583496,0,50.4
1741815471.583496,1,47.6
1741815471.6256995,0,50.3
1741815471.626706,1,47.5
1741815471.6768482,0,50.4
1741815471.6768482,1,47.5
1741815471.722746,0,50.3
1741815471.722746,1,47.5
1741815471.7702074,0,50.4
1741815471.7702074,1,47.5
1741815471.7702074,3,50.4
1741815471.8191593,0,50.3
1741815471.8191593,1,47.5
1741815471.8191593,3,50.5
1741815471.8629272,0,50.2
1741815471.8639288,1,47.5
1741815471.8639288,3,50.5
1741815471.909956,0,50.3
1741815471.909956,1,47.5
1741815471.9109564,3,50.6
1741815471.957887,0,50.1
1741815471.9588895,1,47.5
1741815471.9588895,3,50.6
1741815471.994083,0,50.1
1741815471.9950726,1,47.5
1741815471.9950726,3,50.6
1741815472.0517745,0,50.1
1741815472.0527744,1,47.4
1741815472.0527744,3,50.6
1741815472.1081953,0,50.2
1741815472.1081953,1,47.5
1741815472.1081953,3,50.6
1741815472.1639493,0,50.1
1741815472.1649573,1,47.5
1741815472.1649573,3,50.6
1741815472.2170491,0,50.3
1741815472.2170491,1,47.5
1741815472.2170491,3,50.5
1741815472.2789292,0,50.2
1741815472.2789292,1,47.4
1741815472.2789292,3,50.5
1741815472.3454084,0,50.1
1741815472.3454084,1,47.5
1741815472.3454084,3,50.4
1741815472.402228,0,50.3
1741815472.402228,1,47.4
1741815472.402228,3,50.6
1741815472.4634304,0,50.3
1741815472.4644337,1,47.5
1741815472.4644337,3,50.5
1741815472.5341249,0,50.2
1741815472.5341249,1,47.4
1741815472.5341249,3,50.5
1741815472.5913892,0,50.2
1741815472.5913892,1,47.4
1741815472.5913892,3,50.5
1741815472.6352706,0,50.2
1741815472.6352706,1,47.4
1741815472.6362698,3,50.5
1741815474.1409423,0,50.2
1741815474.1409423,1,47.5
1741815474.141978,3,50.4
1741815474.1836283,0,50.3
1741815474.1836283,1,47.5
1741815474.1846142,3,50.5
1741815474.2416203,0,50.5
1741815474.2416203,1,47.6
1741815474.2416203,3,50.5
1741815474.3064482,0,50.4
1741815474.3064482,1,47.5
1741815474.307453,3,50.7
1741815474.3691423,0,50.2
1741815474.3691423,1,47.5
1741815474.3695004,3,50.4
1741815474.4339943,0,50.4
1741815474.4346962,1,47.5
1741815474.4346962,3,50.4
1741815474.5270903,0,50.3
1741815474.528091,1,47.5
1741815474.528091,3,50.3
1741815474.5831995,0,50.2
1741815474.5831995,1,47.5
1741815474.5841985,3,50.5
1741815474.6282637,0,50.2
1741815474.6282637,1,47.5
1741815474.6292634,3,50.5
1741815474.6762228,0,50.1
1741815474.6762228,0,47.5
1741815474.677226,3,50.3
1741815474.726056,0,50.1
1741815474.726056,1,47.5
1741815474.726056,3,50.4
1741815474.7765975,0,50.1
1741815474.7765975,1,47.5
1741815474.7775917,3,50.5
1741815474.818259,0,50.2
1741815474.8192596,1,47.5
1741815474.8192596,3,50.4
1741815474.8700123,0,50.1
1741815474.8700123,1,47.5
1741815474.8700123,3,50.3
1741815474.9430363,0,50.1
1741815474.9430363,0,47.5
1741815474.9430363,3,50.4
1741815475.011871,0,50.1
1741815475.011871,1,47.5
1741815475.011871,3,50.4
1741815475.0870855,0,50.1
1741815475.0870855,1,47.5
1741815475.0870855,3,50.2
1741815475.1719291,0,50.1
1741815475.1719291,1,47.4
1741815475.1719291,3,50.4
1741815475.2263842,0,50.1
1741815475.2263842,1,47.5
1741815475.2273843,3,50.3
1741815475.281878,0,50.2
1741815475.281878,0,47.5
1741815475.3618212,0,50.1
1741815475.3618212,1,47.5
1741815475.4265895,0,50.3
1741815475.42759,1,47.5
1741815475.517007,0,50.4
1741815475.517007,1,47.4
1741815475.571603,0,50.3
1741815475.572609,1,47.4
1741815475.648816,0,50.3
1741815475.650005,1,47.4
1741815475.7227936,0,50.3
1741815475.7227936,1,47.4
1741815475.7823634,0,50.5
1741815475.7823634,0,47.5
1741815475.8564878,0,50.8
1741815475.8564878,1,47.4
1741815475.916371,0,50.5
1741815475.916371,1,47.5
1741815475.986375,0,50.3
1741815475.986375,0,47.5
1741815476.0213711,0,50.3
1741815476.0213711,0,47.5
1741815476.08614,0,50.3
1741815476.08614,0,47.6
1741815476.1404698,0,50.3
1741815476.1404698,0,47.6
1741815476.1754563,0,50.3
1741815476.1754563,1,47.5
1741815476.1754563,3,50.1
1741815476.22273,0,50.3
1741815476.22273,1,47.6
1741815476.22273,3,50.0
1741815476.25392,0,50.3
1741815476.2549202,1,47.5
1741815476.2549202,3,50.1
1741815476.2549202,0,47.5
1741815476.3028862,0,50.5
1741815476.30342,1,47.5
1741815476.30342,3,50.0
1741815476.3038871,0,47.5
1741815476.3459277,0,50.5
1741815476.3459277,1,47.5
1741815476.3469334,0,47.6
1741815476.394913,0,50.4
1741815476.394913,1,47.6
1741815476.394913,0,47.6
1741815476.4442637,0,50.5
1741815476.4442637,1,47.5
1741815476.4442637,0,47.6
1741815476.4943297,0,50.4
1741815476.4953277,1,47.6
1741815476.4953277,0,47.5
1741815476.5368197,0,50.6
1741815476.5368197,1,47.6
1741815476.5368197,0,47.5
1741815476.5826333,0,50.8
1741815476.5826333,1,47.6
1741815476.5826333,0,47.6
1741815476.61759,0,50.8
1741815476.61759,1,47.5
1741815476.61759,0,47.6
1741815476.7019606,0,50.8
1741815476.7030451,1,47.6
1741815476.7040415,0,47.6
1741815476.7423632,0,50.7
1741815476.7423632,1,47.6
1741815476.7423632,0,47.6
1741815476.78605,0,50.8
1741815476.78605,1,47.6
1741815476.78605,0,47.6
1741815476.8309062,0,50.6
1741815476.8319051,1,47.6
1741815476.8319051,0,47.6
1741815476.8319051,3,50.2
1741815476.8857956,0,50.9
1741815476.8857956,1,47.6
1741815476.8857956,0,47.6
1741815476.8857956,3,50.1
1741815476.9398172,0,50.7
1741815476.9398172,1,47.7
1741815476.9408164,0,47.6
1741815476.9408164,3,50.2
1741815476.9862573,0,50.8
1741815476.9862573,1,47.6
1741815476.9862573,0,47.6
1741815476.9862573,3,50.1
1741815477.0339336,0,50.7
1741815477.0339336,1,47.6
1741815477.0339336,0,47.6
1741815477.0339336,3,50.2
1741815477.0621712,0,50.6
1741815477.0631628,1,47.6
1741815477.0631628,0,47.6
1741815477.0631628,3,50.2
1741815477.1009278,0,50.8
1741815477.1009278,1,47.6
1741815477.1019256,0,47.5
1741815477.1019256,3,50.1
1741815477.1500554,0,50.8
1741815477.1500554,1,47.6
1741815477.1500554,0,47.5
1741815477.1510546,3,50.1
1741815477.190763,0,50.4
1741815477.190763,1,47.6
1741815477.190763,0,47.6
1741815477.190763,3,50.2
1741815477.216223,0,50.3
1741815477.216223,1,47.6
1741815477.216223,0,47.5
1741815477.216223,3,50.1
1741815477.265614,0,50.5
1741815477.265614,1,47.5
1741815477.265614,0,47.6
1741815477.265614,3,50.1
1741815477.3089962,0,50.4
1741815477.3095157,0,47.5
1741815477.3095157,1,47.6
1741815477.3095157,3,50.2
1741815477.3415215,0,50.5
1741815477.3415215,1,47.5
1741815477.3415215,0,47.6
1741815477.3415215,3,50.1
1741815477.4006908,0,50.4
1741815477.4011564,0,47.5
1741815477.4011564,1,47.5
1741815477.402249,3,50.2
1741815477.4408536,0,50.5
1741815477.441345,0,47.6
1741815477.441345,1,47.5
1741815477.441345,3,50.2
1741815477.4845643,0,50.4
1741815477.4845643,0,47.6
1741815477.4845643,1,47.5
1741815477.4845643,3,50.1
1741815477.5442965,0,50.3
1741815477.5442965,0,47.6
1741815477.5442965,1,47.5
1741815477.5442965,3,50.1
1741815477.5959437,0,50.3
1741815477.5959437,0,47.6
1741815477.5969424,1,47.5
1741815477.5969424,3,50.0
1741815477.6458232,0,50.2
1741815477.6468232,0,47.6
1741815477.6472006,1,47.5
1741815477.6472006,3,50.1
1741815477.707033,0,50.4
1741815477.7080376,0,47.6
1741815477.7080376,1,47.6
1741815494.3942456,1,686.0
1741815494.574146,-1,0.0
1741815494.574146,-1,706.0
1741815494.574146,-1,298.0
1741815494.574146,-1,1485.0
1741815494.574146,-1,0.0
1741815494.5751495,-1,2136.0
1741815494.625592,0,0.0
1741815494.625592,3,714.0
1741815494.625592,0,296.0
1741815494.625592,0,1481.0
1741815494.6745584,0,0.0
1741815494.6745584,3,709.0
1741815494.6755514,0,296.0
1741815494.6755514,0,1525.0
1741815494.744908,0,0.0
1741815494.7459164,3,716.0
1741815494.7459164,0,294.0
1741815494.7459164,0,1495.0
1741815494.8007677,0,0.0
1741815494.801774,3,698.0
1741815494.801774,0,295.0
1741815494.801774,0,1488.0
1741815494.8629773,0,0.0
1741815494.8629773,3,714.0
1741815494.8629773,0,298.0
1741815494.8639755,0,1485.0
1741815494.9051883,0,0.0
1741815494.9051883,3,693.0
1741815494.9051883,0,297.0
1741815494.9524846,0,0.0
1741815494.9534776,3,692.0
1741815494.9534776,0,297.0
1741815494.998696,0,0.0
1741815494.998696,3,707.0
1741815494.998696,0,298.0
1741815495.0725029,0,0.0
1741815495.0725029,3,712.0
1741815495.0725029,0,296.0
1741815495.1331384,0,0.0
1741815495.1341558,3,720.0
1741815495.1341558,0,295.0
1741815495.191317,0,0.0
1741815495.191317,3,714.0
1741815495.191317,0,293.0
1741815495.2349968,0,0.0
1741815495.2349968,3,730.0
1741815495.2349968,0,295.0
1741815495.281704,0,0.0
1741815495.281704,0,296.0
1741815495.3253646,0,0.0
1741815495.3253646,0,295.0
1741815495.3771718,0,0.0
1741815495.3771718,0,300.0
1741815495.3786542,0,692.0
1741815495.4420853,0,0.0
1741815495.4420853,0,298.0
1741815495.4420853,0,693.0
1741815495.4916894,0,0.0
1741815495.4916894,0,299.0
1741815495.4926867,0,690.0
1741815495.5374167,0,0.0
1741815495.5374167,0,692.0
1741815495.577824,0,0.0
1741815495.578823,0,707.0
1741815495.6246183,0,0.0
1741815495.6246183,0,709.0
1741815495.7028644,0,0.0
1741815495.7028644,0,698.0
1741815495.7526402,0,691.0
1741815495.8139548,0,686.0
1741815495.8880188,0,681.0
1741815495.9386675,0,670.0
1741815496.0014014,0,653.0
1741815496.060526,0,629.0
1741815496.0979447,0,620.0
1741815496.1598372,0,610.0
1741815496.2399242,0,596.0
1741815496.3129988,-1,629.0
1741815496.3129988,-1,0.0
1741815496.366513,-1,625.0
1741815496.366513,-1,0.0
1741815496.366513,-1,1983.0
1741815496.4239943,-1,563.0
1741815496.4249945,-1,629.0
1741815496.4249945,-1,0.0
1741815496.4249945,-1,2029.0
1741815496.4670138,3,558.0
1741815496.4978473,3,555.0
1741815496.5486982,3,553.0
1741815496.6060746,3,547.0
1741815496.6420305,3,541.0
1741815496.6930015,3,539.0
1741815496.7342062,3,534.0
1741815496.762937,3,528.0
1741815496.8029497,3,528.0
1741815496.847421,3,530.0
1741815496.8980434,3,527.0
1741815496.965594,3,527.0
1741815497.001572,3,532.0
1741815497.0352175,3,533.0
1741815497.0744538,3,536.0
1741815497.1051052,3,536.0
1741815497.1359525,3,534.0
1741815497.1876578,3,537.0
1741815497.2274702,3,534.0
1741815497.2858436,3,539.0
1741815497.3280208,3,539.0
1741815497.3915017,3,533.0
1741815497.4338088,3,539.0
1741815497.4952035,3,538.0
1741815497.5653586,3,536.0
1741815497.5990472,3,536.0
1741815605.376637,0,650.0
1741815605.376637,56,0.0
1741815605.5731707,-1,673.0
1741815605.5731707,-1,0.0
1741815605.5731707,-1,281.0
1741815605.5731707,-1,706.0
1741815605.5731707,-1,352.0
1741815605.6374,0,674.0
1741815605.6374,56,0.0
1741815605.6907372,0,671.0
1741815605.6907372,56,0.0
1741815605.7397633,0,670.0
1741815605.7397633,56,0.0
1741815605.7989666,0,671.0
1741815605.7989666,56,0.0
1741815605.852523,0,670.0
1741815605.8535979,56,0.0
1741815605.9234657,0,670.0
1741815605.9234657,56,0.0
1741815605.9879117,0,672.0
1741815605.9879117,56,0.0
1741815606.0352147,0,670.0
1741815606.0352147,56,0.0
1741815606.084928,0,671.0
1741815606.084928,56,0.0
1741815606.1487079,0,673.0
1741815606.1487079,56,0.0
1741815606.2173169,0,672.0
1741815606.2173169,56,0.0
1741815606.2941265,0,673.0
1741815606.2941265,56,0.0
1741815606.3732731,0,673.0
1741815606.3732731,56,0.0
1741815606.3732731,56,282.0
1741815606.4229453,0,673.0
1741815606.4229453,56,0.0
1741815606.4239373,56,282.0
1741815606.4720411,0,673.0
1741815606.4720411,56,0.0
1741815606.4720411,56,281.0
1741815606.5199878,0,672.0
1741815606.5199878,56,0.0
1741815606.5199878,56,280.0
1741815606.5815883,0,673.0
1741815606.5815883,56,0.0
1741815606.5815883,56,281.0
1741815606.6289804,0,673.0
1741815606.6289804,56,0.0
1741815606.6289804,56,281.0
1741815606.6778264,0,673.0
1741815606.6778264,56,0.0
1741815606.6778264,56,282.0
1741815606.7281404,0,673.0
1741815606.7291114,56,0.0
1741815606.7291114,56,282.0
1741815606.7797608,0,673.0
1741815606.780759,56,0.0
1741815606.780759,56,280.0
1741815606.833793,0,673.0
1741815606.833793,56,0.0
1741815606.8351505,56,281.0
1741815606.903648,0,673.0
1741815606.903648,56,0.0
1741815606.9046476,56,281.0
1741815606.9410825,0,667.0
1741815606.9410825,56,0.0
1741815606.9410825,56,280.0
1741815606.9868095,0,670.0
1741815606.9868095,56,0.0
1741815606.9868095,56,281.0
1741815607.030383,0,668.0
1741815607.0313864,56,0.0
1741815607.0313864,56,281.0
1741815607.0629163,0,670.0
1741815607.0629163,56,0.0
1741815607.0629163,56,281.0
1741815607.115607,0,672.0
1741815607.115607,56,0.0
1741815607.1166036,56,281.0
1741815607.172768,0,673.0
1741815607.1737735,56,0.0
1741815607.1737735,56,280.0
1741815607.22066,0,673.0
1741815607.2216656,56,0.0
1741815607.2216656,56,281.0
1741815607.2710488,0,673.0
1741815607.2710488,56,0.0
1741815607.2710488,56,280.0
1741815607.3116312,0,673.0
1741815607.3116312,56,0.0
1741815607.3116312,56,281.0
1741815607.3598979,0,673.0
1741815607.3598979,56,0.0
1741815607.3598979,56,280.0
1741815607.4059722,0,672.0
1741815607.4059722,56,0.0
1741815607.4059722,56,281.0
1741815607.4601185,0,673.0
1741815607.4601185,56,0.0
1741815607.4601185,56,281.0
1741815607.5081089,0,672.0
1741815607.5081089,56,0.0
1741815607.5081089,56,280.0
1741815607.5680532,0,676.0
1741815607.5680532,56,0.0
1741815607.5680532,56,281.0
1741815607.614041,0,674.0
1741815607.614041,56,0.0
1741815607.614041,56,282.0
1741815607.6701522,0,674.0
1741815607.6701522,56,0.0
1741815607.6701522,56,282.0
1741815607.7222219,0,674.0
1741815607.7222219,56,0.0
1741815607.7222219,56,280.0
1741815607.7666378,0,674.0
1741815607.7666378,56,0.0
1741815607.7666378,56,282.0
1741815607.840574,0,673.0
1741815607.8417306,56,0.0
1741815607.8417306,56,281.0
1741815607.9074204,0,669.0
1741815607.9074204,56,0.0
1741815607.9074204,56,280.0
1741815607.9506917,0,672.0
1741815607.9506917,56,0.0
1741815607.9506917,56,282.0
1741815607.997509,0,671.0
1741815607.9990156,56,0.0
1741815607.9990156,56,280.0
1741815608.0496633,0,670.0
1741815608.0496633,56,0.0
1741815608.0496633,56,281.0
1741815608.1062417,0,671.0
1741815608.1062417,56,0.0
1741815608.1062417,56,281.0
1741815608.1542022,0,673.0
1741815608.1542022,56,0.0
1741815608.1542022,56,281.0
1741815608.1997962,0,670.0
1741815608.1997962,56,0.0
1741815608.1997962,56,281.0
1741815608.2480419,0,671.0
1741815608.2480419,56,0.0
1741815608.2480419,56,281.0
1741815608.293234,0,670.0
1741815608.293234,56,0.0
1741815608.293234,56,281.0
1741815608.3401234,0,670.0
1741815608.3401234,56,0.0
1741815608.3401234,56,281.0
